PreferredSponsors,Gender,Country,city,isFromSocialMedia,SignUpDate,Year,Month,NumPreferredSponsors,Excelerate
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Egypt,Alexandria,0,2023-07-23,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hyderabad,1,2023-09-21,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Mianwali,0,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Hyderabad,1,2023-07-09,2023,7,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,United States,Chicago,0,2022-09-30,2022,9,4,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Delhi,1,2023-08-15,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Chennai,0,2023-05-30,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Chennai,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,Ghana,KUMASI,0,2022-10-17,2022,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Kenya,Nairobi,1,2023-08-14,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Solapur,1,2023-07-08,2023,7,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,Dominican Republic,Santo Domingo,0,2022-08-25,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Tamale,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Nagpur,1,2023-07-21,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Agra,1,2023-03-19,2023,3,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Goalpara,0,2022-09-27,2022,9,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,Nigeria,Agbado,0,2022-09-29,2022,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,Alexandria,0,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,1,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,Saint louis,1,2023-08-18,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hyderabad,1,2023-06-01,2023,6,5,True
"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,Nepal,kathmandu,0,2022-11-10,2022,11,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Lucknow,1,2023-08-14,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Jalpaiguri,0,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Mardan,1,2023-06-10,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Karachi,1,2023-07-10,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Bannu,0,2023-03-23,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,DELHI,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Kolkata,0,2023-08-13,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Bothell,1,2023-07-24,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Kenya,NAIROBI,0,2023-07-28,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Bathinda,1,2023-03-16,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Guntur,1,2023-09-21,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,Hub chowki,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Accra,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Cordova,1,2023-10-31,2023,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Bangalore,0,2023-05-11,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Tirupati,0,2023-08-08,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Delhi,1,2023-06-25,2023,6,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,India,Hyderabad,0,2022-09-29,2022,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Lagos,0,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,1,2023-05-04,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Vietnam,Haiphong,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Excelerate"",""Illinois Institute of Technology"",""Saint Louis University""]",1,Indonesia,Medan,1,2023-03-29,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,0,2023-07-23,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Suleja,0,2023-08-15,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Erode,1,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Alimosho,0,2023-08-02,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Egypt,suez,0,2023-08-04,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hanamkonda,1,2023-10-30,2023,10,5,True
"[""Illinois Institute of Technology""]",1,Bangladesh,Comilla,0,2023-07-19,2023,7,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Bangalore,0,2023-07-18,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Awka,0,2023-08-03,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Jalore,0,2023-08-13,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Okeigbo,0,2023-03-09,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Kaduna,1,2023-03-22,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,hyderabad,1,2023-06-15,2023,6,5,True
"[""Saint Louis University""]",1,India,Pune,1,2023-06-14,2023,6,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Eturu,1,2023-05-06,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Proddatur,0,2023-04-07,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,October City,1,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Kenya,Nairobi,1,2023-03-29,2023,3,5,True
"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,United States,Florissant,0,2023-03-06,2023,3,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Katsina,1,2023-07-08,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,Saint Louis,1,2023-10-16,2023,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Pedana,0,2023-05-05,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Gujrat,1,2023-05-13,2023,5,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,Bangladesh,Bogura,0,2022-11-20,2022,11,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Madagascar,Antsirabe,0,2023-05-24,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,MALAPPURAM,0,2023-07-06,2023,7,5,True
"[""Saint Louis University""]",1,India,Bengaluru,0,2023-05-09,2023,5,1,False
"[""Saint Louis University""]",2,India,Hyderabad,0,2023-06-27,2023,6,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Mumbai,1,2023-07-23,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,LINGAMPET,1,2023-05-19,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Udaipur,1,2023-07-21,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Noida,1,2023-06-20,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Muzaffarour,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Varanasi,0,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Dharmavaram,1,2023-09-18,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",1,Nigeria,Ikorodu,1,2023-03-25,2023,3,5,True
"[""Illinois Institute of Technology"",""GlobalShala"",""Saint Louis University"",""Excelerate""]",0,United States,Flint,0,2023-02-07,2023,2,4,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Lagos,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Taxila,1,2023-08-20,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Bangalore,1,2023-08-18,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Chennai,1,2023-08-07,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Thiruninravur,1,2023-09-12,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ikorodu,1,2023-07-21,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Saint Louis,0,2023-05-25,2023,5,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,United States,Marlton,0,2022-09-09,2022,9,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,India,Burhanpur,0,2022-11-22,2022,11,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Nileshwar,1,2023-09-29,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Ghana,Accra,1,2023-05-04,2023,5,5,True
"[""Illinois Institute of Technology""]",2,India,Mumbai,1,2023-06-13,2023,6,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,MYSORE,1,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,Rawalpindi,1,2023-06-06,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,SAMASTIPUR,0,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Lagos,0,2023-03-06,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Paschim Puri,1,2023-06-28,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Enugu,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Mithi,0,2023-08-05,2023,8,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Vijayawada,0,2022-10-17,2022,10,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,India,Hyderabad,0,2022-10-27,2022,10,5,True
"[""Illinois Institute of Technology""]",2,India,Bhupalpally,0,2023-06-28,2023,6,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ikere,1,2023-05-31,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Port Harcourt,0,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ede,0,2023-07-08,2023,7,5,True
